role,title,company,location,url
데이터 엔지니어,API 시스템 개발/운영자 (리더급/시니어),기웅정보통신,서울 금천구 · 경력 5-15년,https://www.wanted.co.kr/wd/253786
데이터 엔지니어,Senior Backend Development,포지큐브(POSICUBE),서울 강남구 · 경력 5-15년,https://www.wanted.co.kr/wd/245694
데이터 엔지니어,AI 엔지니어,원라인에이아이,서울 마포구 · 경력 2년 이상,https://www.wanted.co.kr/wd/248985
데이터 엔지니어,데이터 엔지니어(DW),카카오페이증권(kakaopay증권),경기 성남시 · 경력 7-15년,https://www.wanted.co.kr/wd/227528
데이터 엔지니어,AI 엔지니어(데이터),한국딥러닝,서울 서초구 · 경력 3-15년,https://www.wanted.co.kr/wd/252262
데이터 엔지니어,Data Analystics Engineer,자비스앤빌런즈(삼쩜삼),서울 강남구 · 경력 5-10년,https://www.wanted.co.kr/wd/252862
데이터 엔지니어,UI 설계 및 Front-End Engineer,앰버로드,서울 강남구 · 경력 3-5년,https://www.wanted.co.kr/wd/202630
데이터 엔지니어,데이터 엔지니어,에스티로직(STLogic),서울 서초구 · 경력 5년 이상,https://www.wanted.co.kr/wd/248491
데이터 엔지니어,AI 연구원,로완,서울 중구 · 경력 1-7년,https://www.wanted.co.kr/wd/248857
데이터 엔지니어,System Engineer(Crawling) (전문연구요원 가능),라이너(Liner),서울 마포구 · 경력 3년 이상,https://www.wanted.co.kr/wd/245180
데이터 엔지니어,Data Engineer (패션 쇼핑앱),루덴시티,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/253719
데이터 엔지니어,알고리즘 개발자 (2년~10년),더블유닷에이아이,서울 서초구 · 경력 2-10년,https://www.wanted.co.kr/wd/252615
데이터 엔지니어,웹PM (Web Product Manager),와이즐리컴퍼니,서울 서초구 · 경력 1년 이상,https://www.wanted.co.kr/wd/254043
데이터 엔지니어,데이터 엔지니어,코인원(coinone),서울 영등포구 · 경력 3-10년,https://www.wanted.co.kr/wd/217308
데이터 엔지니어,데이터 엔지니어,미리디,서울 구로구 · 경력 2-7년,https://www.wanted.co.kr/wd/241731
데이터 엔지니어,데이터 엔지니어,강남언니(힐링페이퍼),서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/195243
데이터 엔지니어,데이터 엔지니어,이노케어플러스,서울 서초구 · 경력 3년 이상,https://www.wanted.co.kr/wd/244681
데이터 엔지니어,Data Engineer,데이터라이즈,서울 강남구 · 경력 2-10년,https://www.wanted.co.kr/wd/81834
데이터 엔지니어,AI Engineer,자비스앤빌런즈(삼쩜삼),서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/228746
데이터 엔지니어,Data Engineer (5년 이상),알스퀘어,서울 강남구 · 경력 5-20년,https://www.wanted.co.kr/wd/244076
데이터 엔지니어,[사업실] 데이터 분석가,로드컴플릿(LoadComplete),경기 성남시 · 경력 2년 이상,https://www.wanted.co.kr/wd/235830
데이터 엔지니어,영상 처리 연구/개발(전문연구요원가능),베스텔라랩,경기 안양시 · 경력 2년 이상,https://www.wanted.co.kr/wd/229465
데이터 엔지니어,[COE부문] AI Modeling Engineer,한화생명보험,서울 영등포구 · 경력 5-15년,https://www.wanted.co.kr/wd/211566
데이터 엔지니어,[DATA&AI] 데이터 엔지니어,베이글코드(Bagelcode),서울 강남구 · 경력 3-7년,https://www.wanted.co.kr/wd/236189
데이터 엔지니어,AI 엔지니어,로완,서울 중구 · 경력 1-7년,https://www.wanted.co.kr/wd/249411
데이터 엔지니어,[AI연구팀]NLP 딥러닝 엔지니어,텔레픽스,서울 영등포구 · 경력 2-10년,https://www.wanted.co.kr/wd/226146
데이터 엔지니어,데이터 기획 및 분석 (BI),해긴,서울 구로구 · 경력 8-20년,https://www.wanted.co.kr/wd/240082
데이터 엔지니어,아키텍처 PM (15년차 이상),미리비트,경기 성남시 · 경력 15년 이상,https://www.wanted.co.kr/wd/251688
데이터 엔지니어,데이터 엔지니어 (5년 이상),카운터포인트리서치,서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/251484
데이터 엔지니어,Data Engineer,아임웹,서울 강남구 · 경력 3-12년,https://www.wanted.co.kr/wd/240941
데이터 엔지니어,AI 연구 리더,로완,서울 중구 · 경력 5-20년,https://www.wanted.co.kr/wd/235682
데이터 엔지니어,백엔드 개발 총괄,시어스랩(Seerslab),서울 서초구 · 경력 7-10년,https://www.wanted.co.kr/wd/245411
데이터 엔지니어,DBA·데이터엔지니어링,다날(Danal),경기 성남시 · 경력 10년 이상,https://www.wanted.co.kr/wd/244850
데이터 엔지니어,Data Engineer,인터파크트리플,경기 성남시 · 경력 5년 이상,https://www.wanted.co.kr/wd/249295
데이터 엔지니어,딥러닝/머신러닝(AI) 개발자,스카이랩스(SkyLabs),경기 성남시 · 경력 1-10년,https://www.wanted.co.kr/wd/157560
데이터 엔지니어,[CXD]AI/ML Research Engineer (3년이상),제이앤피메디(JNPMEDI),인천 연수구 · 경력 3년 이상,https://www.wanted.co.kr/wd/245214
데이터 엔지니어,DA (Data Architect),아인잡(AINJOB),서울 강남구 · 경력 5-15년,https://www.wanted.co.kr/wd/252546
데이터 엔지니어,Data Analyst (Junior),와드(캐치테이블),경기 성남시 · 경력 3년 이상,https://www.wanted.co.kr/wd/245860
데이터 엔지니어,[기술본부] Data Warehouse Engineer (5년 이상),데브시스터즈(Devsisters),서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/251918
데이터 엔지니어,데이터 애널리틱 엔지니어,더스윙,서울 용산구 · 경력 3-10년,https://www.wanted.co.kr/wd/246693
데이터 엔지니어,GIS 풀스택 개발자(3년 이상),윌로그,서울 강남구 · 경력 3-11년,https://www.wanted.co.kr/wd/243503
데이터 엔지니어,[아이디어스] Data Engineer,백패커,서울 서초구 · 경력 3-7년,https://www.wanted.co.kr/wd/216500
데이터 엔지니어,Head of Data (Data AI Team),뱅크샐러드,서울 마포구 · 경력 5-10년,https://www.wanted.co.kr/wd/225177
데이터 엔지니어,[CoE Team] Data/DB Technical Leader,피앤디솔루션,경기 안양시 · 경력 5년 이상,https://www.wanted.co.kr/wd/250914
데이터 엔지니어,[Engineering] 데이터 분석가,콜로세움코퍼레이션,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/247709
데이터 엔지니어,데이터 엔지니어 (8년 이상),워트인텔리전스,서울 서초구 · 경력 8-12년,https://www.wanted.co.kr/wd/252007
데이터 엔지니어,[빗썸] 데이터 프로세스 관리자,빗썸,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/245763
데이터 엔지니어,데이터 엔지니어,에이블리코퍼레이션,서울 서초구 · 경력 4년 이상,https://www.wanted.co.kr/wd/65802
데이터 엔지니어,Senior Data Engineer,라이너(Liner),서울 마포구 · 경력 5년 이상,https://www.wanted.co.kr/wd/248658
데이터 엔지니어,데이터 엔지니어 - DW / BI 시스템 개발,카카오페이(kakaopay),경기 성남시 · 경력 5-10년,https://www.wanted.co.kr/wd/247935
데이터 엔지니어,Engineering Productivity Manager(Seoul),스트라드비젼(STRADVISION),서울 강남구 · 경력 8년 이상,https://www.wanted.co.kr/wd/250214
데이터 엔지니어,Data Engineer,앰버로드,서울 강남구 · 경력 3-5년,https://www.wanted.co.kr/wd/194516
데이터 엔지니어,[DX]Data Warehouse Engineer,앤서스랩코리아,서울 강남구 · 경력 6년 이상,https://www.wanted.co.kr/wd/245126
데이터 엔지니어,Data Pipeline Team Leader,이마고웍스,서울 강남구 · 경력 2-10년,https://www.wanted.co.kr/wd/197658
데이터 엔지니어,AI 엔지니어 리더,로완,서울 중구 · 경력 5-15년,https://www.wanted.co.kr/wd/229342
데이터 엔지니어,"[CoE Team] Data Scientist, MLOps 전문가",피앤디솔루션,경기 안양시 · 경력 5년 이상,https://www.wanted.co.kr/wd/250915
데이터 엔지니어,Data Engineer(Lead),쏘카(SOCAR),서울 성동구 · 경력 5-15년,https://www.wanted.co.kr/wd/234456
데이터 엔지니어,데이터 엔지니어 시니어,이스트에이드(EST AID),서울 서초구 · 경력 4년 이상,https://www.wanted.co.kr/wd/249872
데이터 엔지니어,데이터 사이언티스트(부피 알고리즘),안티그래비티,서울 성동구 · 경력 2년 이상,https://www.wanted.co.kr/wd/105496
데이터 엔지니어,Data Engineer,와드(캐치테이블),경기 성남시 · 경력 5-15년,https://www.wanted.co.kr/wd/199962
데이터 엔지니어,데이터 엔지니어,레진엔터테인먼트,서울 성동구 · 경력 5-10년,https://www.wanted.co.kr/wd/252891
데이터 엔지니어,[데이터플랫폼팀] Data Engineer,한국신용데이터(KCD),서울 강남구 · 경력 4년 이상,https://www.wanted.co.kr/wd/246539
데이터 엔지니어,[병특/전문연구요원 전형] AI-Software Engineer(Junior),크라우드웍스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/247310
데이터 엔지니어,DBA,핀다(FINDA),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/251052
데이터 엔지니어,BI 개발자,인포유앤컴퍼니,서울 성동구 · 경력 2-10년,https://www.wanted.co.kr/wd/190419
데이터 엔지니어,데이터 엔지니어,엔미디어플랫폼,서울 송파구 · 경력 5년 이상,https://www.wanted.co.kr/wd/233436
데이터 엔지니어,Data Engineer (병역특례 가능),에이비일팔공(AB180),서울 서초구 · 경력 3년 이상,https://www.wanted.co.kr/wd/249595
데이터 엔지니어,"인공지능, 알고리즘 엔지니어",럭스로보(LUXROBO),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/233519
데이터 엔지니어,렌딩 인텔리전스 랩 MLOps 엔지니어,어니스트에이아이,서울 강남구 · 경력 3-8년,https://www.wanted.co.kr/wd/226421
데이터 엔지니어,데이터 개발,중앙일보,서울 마포구 · 경력 5-8년,https://www.wanted.co.kr/wd/147952
데이터 엔지니어,IT 아웃소싱 및 SI사업 DBA 담당자 영입,에스케이씨앤씨(SK C&C),경기 성남시 · 경력 10-15년,https://www.wanted.co.kr/wd/253615
데이터 엔지니어,Search Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 · 경력 3년 이상,https://www.wanted.co.kr/wd/230097
데이터 엔지니어,[Slot] Server,앤서스랩코리아,서울 강남구 · 경력 3-5년,https://www.wanted.co.kr/wd/245174
데이터 엔지니어,[Infra Div.] Database Engineer (5년 이상),크래프톤(Krafton),서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/249208
데이터 엔지니어,"Database Reliability Engineer, DBRE",두나무(업비트/증권플러스),서울 서초구 · 경력 5-15년,https://www.wanted.co.kr/wd/236606
데이터 엔지니어,ML Engineer (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 · 경력 3-15년,https://www.wanted.co.kr/wd/249841
데이터 엔지니어,[병특/전문연구요원 전형] 서비스개발실 Back-end (Junior),크라우드웍스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/247303
데이터 엔지니어,Simulation Software Engineer,토르드라이브,서울 영등포구 · 경력 3-10년,https://www.wanted.co.kr/wd/250911
데이터 엔지니어,데이터베이스 관리자 (8~12년),아파트아이,서울 금천구 · 경력 8-12년,https://www.wanted.co.kr/wd/234574
데이터 엔지니어,데이터솔루션엔지니어 수행 팀원 담당자(신입),넷스루,서울 성동구 · 신입,https://www.wanted.co.kr/wd/245839
데이터 엔지니어,데이터 엔지니어,엘리스,서울 강남구 · 경력 3-7년,https://www.wanted.co.kr/wd/247657
데이터 엔지니어,"신약개발 인공지능 연구원 (5년이상, 팀장급)",보로노이,인천 연수구 · 경력 5-10년,https://www.wanted.co.kr/wd/161964
데이터 엔지니어,[6년 이상] 시니어 Software Engineer (Data),클럼엘,서울 강남구 · 경력 6-15년,https://www.wanted.co.kr/wd/239467
데이터 엔지니어,Data Engineer (산업기능요원),트릿지,서울 서초구 · 신입-경력 5년,https://www.wanted.co.kr/wd/249958
데이터 엔지니어,IoT Specialist,비스텔리젼스,서울 서초구 · 경력 5년 이상,https://www.wanted.co.kr/wd/251216
데이터 엔지니어,K8S 구축 운영 개발자 (3~10년차),미리비트,경기 성남시 · 경력 3-10년,https://www.wanted.co.kr/wd/251691
데이터 엔지니어,서비스/인프라 엔지니어,마인즈앤컴퍼니,서울 강남구 · 경력 2-10년,https://www.wanted.co.kr/wd/231392
데이터 엔지니어,Golang Agent 개발자,엑셈,서울 강서구 · 신입-경력 3년,https://www.wanted.co.kr/wd/228443
데이터 엔지니어,[개발운영] 시니어 AI 개발자,누리미디어(DBpia),서울 마포구 · 경력 7-10년,https://www.wanted.co.kr/wd/247998
데이터 엔지니어,[헬스케어] 보건의료통계 및 데이터 분석 전문가,메디에이지,경기 성남시 · 경력 3-5년,https://www.wanted.co.kr/wd/250990
데이터 엔지니어,데이터 엔지니어,셰어라운드,서울 종로구 · 경력 5-10년,https://www.wanted.co.kr/wd/161537
데이터 엔지니어,[개발운영] 주니어 AI 개발자,누리미디어(DBpia),서울 마포구 · 경력 3-7년,https://www.wanted.co.kr/wd/248098
데이터 엔지니어,Deep Learning Engineer (음성 합성 TTS 연구/개발),포티투닷(42dot),서울 서초구 · 경력 1-20년,https://www.wanted.co.kr/wd/199491
데이터 엔지니어,User Behavior Team Leader,여기어때컴퍼니,서울 강남구 · 경력 7-15년,https://www.wanted.co.kr/wd/229740
데이터 엔지니어,검색엔진 엔지니어 (3년 이상),워트인텔리전스,서울 서초구 · 경력 3-12년,https://www.wanted.co.kr/wd/252008
데이터 엔지니어,백엔드/시스템 개발자,스페이스비전에이아이,서울 마포구 · 경력 5년 이상,https://www.wanted.co.kr/wd/237780
데이터 엔지니어,SQL 개발자,인포유앤컴퍼니,서울 성동구 · 경력 3-10년,https://www.wanted.co.kr/wd/190413
데이터 엔지니어,실험 보조연구업무 및 실험 소프트웨어 개발담당,파인더스,경기 하남시 · 신입,https://www.wanted.co.kr/wd/225003
데이터 엔지니어,신입 Software Engineer (Data),클럼엘,서울 강남구 · 신입,https://www.wanted.co.kr/wd/239469
데이터 엔지니어,데이터 엔지니어(Data Analytics Engineer),엔비티(NBT),서울 서초구 · 경력 7-14년,https://www.wanted.co.kr/wd/247877
데이터 엔지니어,데이터베이스 관리자 (DBA),서플러스글로벌,경기 용인시 · 경력 5-15년,https://www.wanted.co.kr/wd/251126
데이터 엔지니어,Cloud Architect · AI Platform,루닛(Lunit),서울 강남구 · 경력 10-15년,https://www.wanted.co.kr/wd/249524
데이터 엔지니어,[2년 이상] 주니어 Software Engineer (Data),클럼엘,서울 강남구 · 경력 2-6년,https://www.wanted.co.kr/wd/239465
데이터 엔지니어,AI 엔지니어 (자연어처리/컴퓨터비전),드래프티파이,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/174586
데이터 엔지니어,데이터 엔지니어,메디웨일,서울 강남구 · 경력 5-10년,https://www.wanted.co.kr/wd/245713
데이터 엔지니어,Senior Data Engineer - LLM,업스테이지,경기 · 경력 7-15년,https://www.wanted.co.kr/wd/248977
데이터 엔지니어,Data Scientist (5년이상),피플리,서울 마포구 · 경력 5년 이상,https://www.wanted.co.kr/wd/237897
데이터 엔지니어,3D Geometry SW 엔지니어,디오에프연구소,서울 성동구 · 경력 1-15년,https://www.wanted.co.kr/wd/208068
데이터 엔지니어,IP Data Intelligence (3년 이상),워트인텔리전스,서울 서초구 · 경력 3-8년,https://www.wanted.co.kr/wd/252242
데이터 엔지니어,[팬더티비] DBA,더블미디어,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/250643
데이터 엔지니어,Data Service Developer (IR Back End),오케스트로,대전 서구 · 경력 2-5년,https://www.wanted.co.kr/wd/247640
데이터 엔지니어,Big Data Engineer,현대캐피탈,서울 중구 · 경력 4-10년,https://www.wanted.co.kr/wd/233632
데이터 엔지니어,[빗썸] DevOps 엔지니어,빗썸,서울 강남구 · 경력 7-10년,https://www.wanted.co.kr/wd/236790
데이터 엔지니어,"구글클라우드 엔지니어 아키텍처 설계/기술지원(Data,AI/ML,Bigquery)",골든플래닛,서울 강남구 · 경력 5-10년,https://www.wanted.co.kr/wd/236393
데이터 엔지니어,컨테이너 플랫폼 구축/운영 전문가 영입,에스케이씨앤씨(SK C&C),경기 성남시 · 경력 5-15년,https://www.wanted.co.kr/wd/253884
데이터 엔지니어,Data Architect,오케스트로,대전 서구 · 경력 3-8년,https://www.wanted.co.kr/wd/248001
데이터 엔지니어,Data Scientist,한국그린데이터,서울 서초구 · 경력 3-7년,https://www.wanted.co.kr/wd/210157
데이터 엔지니어,[잡플래닛] Sr. Data Engineer,브레인커머스,서울 강남구 · 경력 7-12년,https://www.wanted.co.kr/wd/117898
데이터 엔지니어,데이터 엔지니어,핵클(Hackle),서울 강남구 · 경력 5-20년,https://www.wanted.co.kr/wd/159253
데이터 엔지니어,데이터 엔지니어,라플라스테크놀로지스,경기 성남시 · 경력 5-10년,https://www.wanted.co.kr/wd/156626
데이터 엔지니어,MLOps Team Leader,여기어때컴퍼니,서울 강남구 · 경력 7-15년,https://www.wanted.co.kr/wd/199680
데이터 엔지니어,[리얼리] 백엔드 개발자,더리얼그룹,서울 성동구 · 경력 2-10년,https://www.wanted.co.kr/wd/207842
데이터 엔지니어,AI Lead,쏘카(SOCAR),서울 성동구 · 경력 5-15년,https://www.wanted.co.kr/wd/234304
데이터 엔지니어,콘텐츠 프로듀서 [데이터 사이언스 교육],코드잇(codeit),서울 중구 · 신입-경력 10년,https://www.wanted.co.kr/wd/218263
데이터 엔지니어,데이터분석가,넛지헬스케어(캐시워크),서울 강남구 · 신입-경력 3년,https://www.wanted.co.kr/wd/157552
데이터 엔지니어,Data Engineer,모플,대전 유성구 · 경력 1-3년,https://www.wanted.co.kr/wd/154911
데이터 엔지니어,데이터분석가 (병역특례_현역/보충역),넛지헬스케어(캐시워크),서울 강남구 · 신입,https://www.wanted.co.kr/wd/180914
데이터 엔지니어,AI Research Engineer - 안면 인증,카카오뱅크(kakaobank),경기 성남시 · 경력 3-20년,https://www.wanted.co.kr/wd/228607
데이터 엔지니어,[빗썸] 데이터 분석 개발자,빗썸,서울 강남구 · 경력 4-12년,https://www.wanted.co.kr/wd/214874
데이터 엔지니어,데이터 엔지니어,쉬모스랩,서울 강남구 · 경력 3-6년,https://www.wanted.co.kr/wd/226308
데이터 엔지니어,웹 프론트엔드 SW 엔지니어,엑스업,서울 서초구 · 경력 3년 이상,https://www.wanted.co.kr/wd/233808
데이터 엔지니어,[COE부문] Database Architect,한화생명보험,서울 영등포구 · 경력 5년 이상,https://www.wanted.co.kr/wd/255860
데이터 엔지니어,LLM 기반 풀스택 개발자,스피링크,서울 중구 · 경력 3-4년,https://www.wanted.co.kr/wd/255825
데이터 엔지니어,데이터엔지니어,콘센트릭스서비스코리아CATALYST,서울 강남구 · 경력 5-6년,https://www.wanted.co.kr/wd/255720
데이터 엔지니어,"BackEnd 개발자(Python, Django)",블리몽키즈,서울 마포구 · 경력 2-10년,https://www.wanted.co.kr/wd/255586
데이터 엔지니어,[Tech] DBA (5년 이상),위대한상상(요기요),서울 서초구 · 경력 5년 이상,https://www.wanted.co.kr/wd/255413
데이터 엔지니어,Data Analyst,레브잇,서울 관악구 · 신입-경력 5년,https://www.wanted.co.kr/wd/255386
데이터 엔지니어,Data Platform Engineer,레브잇,서울 관악구 · 경력 7년 이상,https://www.wanted.co.kr/wd/255382
데이터 엔지니어,데이터 클라우드 플랫폼 개발자,유클릭,경기 과천시 · 경력 3년 이상,https://www.wanted.co.kr/wd/255359
데이터 엔지니어,DBA(DataBaseAdministrator),바이트사이즈,부산 부산진구 · 경력 1년 이상,https://www.wanted.co.kr/wd/255207
데이터 엔지니어,Applied AI 엔지니어 (LLM / NLP),슈퍼진,경기 성남시 · 경력 4-10년,https://www.wanted.co.kr/wd/254989
데이터 엔지니어,Machine Vision 및 인공지능 관련 연구 개발,바이트사이즈,부산 부산진구 · 경력 5-15년,https://www.wanted.co.kr/wd/255036
데이터 엔지니어,학습데이터셋 매니저,올빅뎃,경기 성남시 · 신입,https://www.wanted.co.kr/wd/254966
데이터 엔지니어,Product Data Analyst (Business Analyst),코인원(coinone),서울 영등포구 · 경력 3-10년,https://www.wanted.co.kr/wd/254847
데이터 엔지니어,의료 데이터분석가,에비드넷,서울 강남구 · 경력 1년 이상,https://www.wanted.co.kr/wd/254514
데이터 엔지니어,Software Engineer - ML Product,야놀자Tech(R&D),서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/254619
데이터 엔지니어,Data Engineer,딥서치,서울 영등포구 · 경력 3-7년,https://www.wanted.co.kr/wd/254599
데이터 엔지니어,Analytics Engineer (2년 이상),버즈빌(buzzvil),서울 송파구 · 경력 2년 이상,https://www.wanted.co.kr/wd/254499
데이터 엔지니어,DBA,발란(BALAAN),서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/254468
데이터 엔지니어,데이터 분석 엔진 개발 (6년이상),이글루코퍼레이션,서울 송파구 · 경력 6-10년,https://www.wanted.co.kr/wd/254156
데이터 엔지니어,클라우드 개발자 (3~10년차),미리비트,경기 성남시 · 경력 3-10년,https://www.wanted.co.kr/wd/251692
데이터 엔지니어,[キャディ株式会社]Data Engineer_근무지 일본,원티드 재팬(wanted),서울 · 경력 5-15년,https://www.wanted.co.kr/wd/251513
데이터 엔지니어,TA(Technical Architect)/DBA,메타넷글로벌,서울 강남구 · 경력 10-16년,https://www.wanted.co.kr/wd/248340
데이터 엔지니어,AIDT 백엔드개발(Java),비상교육,경기 과천시 · 경력 3년 이상,https://www.wanted.co.kr/wd/247888
데이터 엔지니어,Citrix NetScaler 엔지니어,누리인포스,경기 성남시 · 경력 3-7년,https://www.wanted.co.kr/wd/234397
데이터 엔지니어,SAP BW(BI) 운영 및 개발자 (1년이상),브이엔티지,서울 마포구 · 경력 1-5년,https://www.wanted.co.kr/wd/199953
데이터 엔지니어,데이터 분석 담당자 (3년 이상),윌로그,서울 강남구 · 경력 3-6년,https://www.wanted.co.kr/wd/224170
데이터 엔지니어,"[산업기능요원(병역특례, 보충역)] 데이터 엔지니어",와이피랩스(커넥팅),서울 강남구 · 신입,https://www.wanted.co.kr/wd/219655
데이터 엔지니어,인공지능 알고리즘 개발자,메디띵스,서울 성동구 · 경력 1-6년,https://www.wanted.co.kr/wd/222331
데이터 엔지니어,자사 제품 개발 AI 전문가,쿼리시스템즈,경기 성남시 · 경력 5-20년,https://www.wanted.co.kr/wd/199084
데이터 엔지니어,AI/NLP R&D Engineer (3년 이상),다이얼로그디자인에이전시,서울 송파구 · 경력 3-5년,https://www.wanted.co.kr/wd/186671
데이터 엔지니어,시니어 데이터 엔지니어,교보문고,서울 마포구 · 경력 8-15년,https://www.wanted.co.kr/wd/168560
데이터 엔지니어,IT팀 DW/BI 담당자,세이브더칠드런코리아,서울 마포구 · 경력 4-15년,https://www.wanted.co.kr/wd/220334
데이터 엔지니어,의료 텍스트 자연어처리(NLP) AI 연구원,테서,서울 강남구 · 경력 1-10년,https://www.wanted.co.kr/wd/172533
데이터 엔지니어,Data Quality Specialist [데이터팀],원티드랩,서울 송파구 · 경력 3-7년,https://www.wanted.co.kr/wd/153864
데이터 엔지니어,데이터웨어하우스 운영 담당자,카카오뱅크(kakaobank),경기 성남시 · 경력 3-10년,https://www.wanted.co.kr/wd/135358
데이터 엔지니어,DBA/DA,디어유,서울 강남구 · 경력 3-7년,https://www.wanted.co.kr/wd/177440
데이터 엔지니어,데이터 엔지니어,교보문고,서울 마포구 · 경력 5-15년,https://www.wanted.co.kr/wd/84863
데이터 엔지니어,"[기업부설연구소] 플랫폼 개발팀장 [JAVA, SPRINGBOOT5+]",아인잡(AINJOB),서울 강남구 · 경력 7-17년,https://www.wanted.co.kr/wd/140981
