role,title,company,location,url
AI 서비스 개발자,AI/ML 엔지니어,와탭랩스(WhaTapLabs),서울 서초구 · 경력 5년 이상,https://www.wanted.co.kr/wd/244545
머신러닝 엔지니어,Senior ML Engineer(5년 이상),뤼이드(Riiid),서울 강남구 · 경력 5-10년,https://www.wanted.co.kr/wd/245596
AI 서비스 개발자,Machine Learning Engineer(전문연구요원 가능),플라잎,경기 성남시 · 경력 3-5년,https://www.wanted.co.kr/wd/246180
AI 서비스 개발자,AI Engineer (테크사업부),매드업,서울 서초구 · 경력 3-20년,https://www.wanted.co.kr/wd/244784
AI 서비스 개발자,AI 엔지니어,엔엑스엔랩스,서울 서초구 · 경력 3-7년,https://www.wanted.co.kr/wd/245623
AI 서비스 개발자,(전문연구요원 가능) AI 컴파일러 엔지니어,에너자이(ENERZAi),서울 강남구 · 신입,https://www.wanted.co.kr/wd/110132
머신러닝 엔지니어,Junior ML Engineer,바이온사이트,서울 성동구 · 경력 3년,https://www.wanted.co.kr/wd/246628
AI 서비스 개발자,Deep Learning Researcher (전문연 가능),아이브,서울 서초구 · 경력 2-10년,https://www.wanted.co.kr/wd/118628
AI 서비스 개발자,Machine Vision AI Engineer,피트릭스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/228363
AI 서비스 개발자,Senior AI Engineer (전문연구요원 가능),누비랩,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/241300
AI 서비스 개발자,Machine Learning Researcher (Vision),메디픽셀,서울 강남구 · 경력 1-10년,https://www.wanted.co.kr/wd/204312
기타,자연어처리 엔지니어,쉬모스랩,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/251618
AI 서비스 개발자,[Senior] Machine Learning Engineer,디어젠,서울 서초구 · 경력 5년,https://www.wanted.co.kr/wd/241185
기타,알고리즘 개발자 (2년~10년),더블유닷에이아이,서울 서초구 · 경력 2-10년,https://www.wanted.co.kr/wd/252615
기타,AI Tech Lead,피트릭스,서울 강남구 · 경력 8-12년,https://www.wanted.co.kr/wd/249273
AI 서비스 개발자,머신비전 Application Engineer (전문연 가능),아이브,서울 서초구 · 경력 3-10년,https://www.wanted.co.kr/wd/118655
AI 서비스 개발자,AI Researcher,셀렉트스타,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/222017
머신러닝 엔지니어,ML Engineer (2년 이상),뤼이드(Riiid),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/251415
AI 서비스 개발자,"Machine Learning Engineer (전문연구요원), R&D",클로버추얼패션(CLOVirtualFashion),서울 강남구 · 경력 2-10년,https://www.wanted.co.kr/wd/157782
AI 서비스 개발자,AI개발자 (3년-7년),오프리메드,경기 수원시 · 경력 3년 이상,https://www.wanted.co.kr/wd/233419
머신러닝 엔지니어,머신러닝 엔지니어 (LLM),마키나락스,서울 서초구 · 경력 3-8년,https://www.wanted.co.kr/wd/225016
데이터 사이언티스트,[사이버보안AI랩스] Data Scientist,에스케이쉴더스(SK쉴더스),경기 성남시 · 경력 7-20년,https://www.wanted.co.kr/wd/253145
AI 서비스 개발자,Machine Learning Engineer (LLM) (전문연 가능),렛서,서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/246247
데이터 분석가,코덱SW엔지니어 (화질분석),블루닷,서울 강남구 · 경력 2-12년,https://www.wanted.co.kr/wd/143022
머신러닝 엔지니어,머신러닝 엔지니어 (2년이상),코딧(CODITCorp.),서울 영등포구 · 경력 2-4년,https://www.wanted.co.kr/wd/94542
기타,LLM 엔지니어,테스트웍스,서울 송파구 · 경력 3-10년,https://www.wanted.co.kr/wd/252063
데이터 분석가,[인텔리전스랩스] 데이터 아키텍트 (데이터 PM),넥슨코리아(NEXON),경기 성남시 · 경력 3-10년,https://www.wanted.co.kr/wd/225477
AI 서비스 개발자,AI 엔지니어,시어스랩(Seerslab),서울 서초구 · 경력 3년 이상,https://www.wanted.co.kr/wd/252100
머신러닝 엔지니어,ML/DL 엔지니어,에코앤리치,서울 성동구 · 경력 1-10년,https://www.wanted.co.kr/wd/176365
기타,자율주행 연구원(전문연구요원가능),베스텔라랩,경기 안양시 · 경력 2년 이상,https://www.wanted.co.kr/wd/229472
기타,3차원 머신비전 알고리즘 개발자,클레,서울 성동구 · 경력 2-10년,https://www.wanted.co.kr/wd/134568
AI 서비스 개발자,ML Optimization Engineer,덴컴,서울 강남구 · 경력 1-6년,https://www.wanted.co.kr/wd/223676
AI 서비스 개발자,Robot Vision 개발자 (병역특례 가능),테스트웍스,서울 송파구 · 신입,https://www.wanted.co.kr/wd/245573
머신러닝 엔지니어,ML Inference Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 · 경력 2-20년,https://www.wanted.co.kr/wd/226281
머신러닝 엔지니어,ML Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 · 경력 3년 이상,https://www.wanted.co.kr/wd/249396
AI 서비스 개발자,AI/ML 연구자,서플러스글로벌,경기 용인시 · 경력 5-20년,https://www.wanted.co.kr/wd/251142
AI 서비스 개발자,Robot Platform Software Engineer (전문연 가능),아이브,서울 서초구 · 경력 2-5년,https://www.wanted.co.kr/wd/244828
AI 서비스 개발자,[Junior] Machine Learning Engineer,디어젠,서울 서초구 · 경력 3년,https://www.wanted.co.kr/wd/241183
AI 서비스 개발자,AI 연구 리더,로완,서울 중구 · 경력 5-20년,https://www.wanted.co.kr/wd/235682
API 개발자,백엔드개발자 (3년~5년),테이텀,서울 강남구 · 경력 3-5년,https://www.wanted.co.kr/wd/252629
머신러닝 엔지니어,머신러닝 솔루션 아키텍트,모레,서울 서초구 · 경력 1-5년,https://www.wanted.co.kr/wd/243908
기타,PC 제어 개발 (5년이상),이엘피,경기 화성시 · 경력 5-10년,https://www.wanted.co.kr/wd/253066
AI 서비스 개발자,CAD Engineer - 전문연구요원 가능,이마고웍스,서울 강남구 · 신입-경력 15년,https://www.wanted.co.kr/wd/226137
AI 서비스 개발자,AI 서비스 개발,다우기술,경기 성남시 · 경력 10-15년,https://www.wanted.co.kr/wd/225801
AI 서비스 개발자,딥러닝/머신러닝(AI) 개발자,스카이랩스(SkyLabs),경기 성남시 · 경력 1-10년,https://www.wanted.co.kr/wd/157560
데이터 사이언티스트,Data Scientist,앰버로드,서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/191938
데이터 분석가,코덱SW엔지니어 (화질분석/신입),블루닷,서울 강남구 · 신입,https://www.wanted.co.kr/wd/174091
AI 서비스 개발자,[CXD]AI/ML Research Engineer (3년이상),제이앤피메디(JNPMEDI),인천 연수구 · 경력 3년 이상,https://www.wanted.co.kr/wd/245214
AI 서비스 개발자,Deep learning(이미지) 연구/개발,씨드로닉스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/242984
AI 서비스 개발자,병역특례 전문연구요원(AI연구원),모빅랩,서울 서초구 · 경력 1-20년,https://www.wanted.co.kr/wd/248021
챗봇 개발자,LLM 기반 풀스택 개발자,스피링크,서울 중구 · 경력 3-4년,https://www.wanted.co.kr/wd/247432
AI 서비스 개발자,[AI반도체] Deep Learning Research Engineer,모빌린트,서울 강남구 · 경력 5-20년,https://www.wanted.co.kr/wd/75640
데이터 사이언티스트,DataScientist (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/215981
AI 서비스 개발자,AI Engineer,에이엠스퀘어,경북 포항시 · 신입-경력 2년,https://www.wanted.co.kr/wd/250908
기타,소프트웨어 엔지니어 (자율주행),마스오토,서울 서초구 · 경력 1-10년,https://www.wanted.co.kr/wd/198840
AI 서비스 개발자,AI (딥러닝) 연구 및 개발자,안티그래비티,서울 성동구 · 경력 5-15년,https://www.wanted.co.kr/wd/143273
AI 서비스 개발자,AI 기술 기반 콘텐츠 혁신 프로젝트 리드 엔지니어(PM),이브로드캐스팅,서울 영등포구 · 경력 3년 이상,https://www.wanted.co.kr/wd/253196
AI 서비스 개발자,Deep Learning Engineer (음성/화자 인식),포티투닷(42dot),경기 · 경력 2-15년,https://www.wanted.co.kr/wd/241270
AI 서비스 개발자,AI 개발자 (LLM),그로들,서울 강남구 · 경력 6-15년,https://www.wanted.co.kr/wd/248488
AI 서비스 개발자,NLP Enigneer (LLM),에이아이트릭스(AITRICS),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/244459
기타,[AI기술팀] STT AI,롯데이노베이트,서울 금천구 · 경력 3-12년,https://www.wanted.co.kr/wd/247075
AI 서비스 개발자,"Machine Learning Engineer, R&D",클로버추얼패션(CLOVirtualFashion),서울 강남구 · 경력 2-10년,https://www.wanted.co.kr/wd/157781
머신러닝 엔지니어,ML 머신러닝 중급 개발자,아이트럭,서울 서초구 · 경력 5-10년,https://www.wanted.co.kr/wd/180333
기타,비전 알고리즘 개발,에이치비솔루션,충남 아산시 · 경력 1년 이상,https://www.wanted.co.kr/wd/252854
기타,AI 분야 소프트웨어 (4년이상),글로벌시스템스,대전 유성구 · 경력 4년 이상,https://www.wanted.co.kr/wd/250004
AI 서비스 개발자,[병특/전문연구요원 전형] AI-Software Engineer(Junior),크라우드웍스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/247310
AI 서비스 개발자,Vision Deep learning 기술 개발,포지큐브(POSICUBE),서울 강남구 · 신입-경력 5년,https://www.wanted.co.kr/wd/221569
AI 서비스 개발자,AI 개발자,르호사,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/243804
기타,컴퓨터비전 분야 연구/개발자.,어반데이터랩,서울 종로구 · 경력 3년 이상,https://www.wanted.co.kr/wd/238723
AI 서비스 개발자,Robot Vision Algorithm Engineer (전문연 가능),아이브,서울 서초구 · 경력 2-5년,https://www.wanted.co.kr/wd/236868
데이터 사이언티스트,Product Engineer,글라우드,서울 송파구 · 신입-경력 10년,https://www.wanted.co.kr/wd/244455
데이터 사이언티스트,"Perception Engineer (Embedded, Senior)",웨어러블에이아이,서울 영등포구 · 경력 5-10년,https://www.wanted.co.kr/wd/239421
기타,"AI 인프라, AI Ops 환경 구성",디에스앤지,서울 영등포구 · 경력 6-20년,https://www.wanted.co.kr/wd/252993
AI 서비스 개발자,AI 엔지니어 리더,로완,서울 중구 · 경력 5-15년,https://www.wanted.co.kr/wd/229342
AI 서비스 개발자,AI Research Engineer,카카오뱅크(kakaobank),경기 성남시 · 경력 3년 이상,https://www.wanted.co.kr/wd/252094
AI 서비스 개발자,Senior AI Researcher,모빅랩,서울 서초구 · 경력 3-25년,https://www.wanted.co.kr/wd/205410
AI 서비스 개발자,"[CoE Team] Data Scientist, MLOps 전문가",피앤디솔루션,경기 안양시 · 경력 5년 이상,https://www.wanted.co.kr/wd/250915
AI 서비스 개발자,딥러닝 알고리즘 엔지니어,블루닷,서울 강남구 · 경력 3-12년,https://www.wanted.co.kr/wd/56969
AI 서비스 개발자,Application Engineer,세이지,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/237709
데이터 사이언티스트,음성 AI Team Leader,덴컴,서울 강남구 · 경력 8년 이상,https://www.wanted.co.kr/wd/223608
데이터 사이언티스트,NPU HW Engineer(전문연구요원),칩스앤미디어,서울 강남구 · 신입-경력 4년,https://www.wanted.co.kr/wd/252537
AI 서비스 개발자,AI Researcher,아하랩스,경기 성남시 · 경력 2-10년,https://www.wanted.co.kr/wd/239073
AI 서비스 개발자,"Research Scientist, AI for Neuroimaging(전문연가능)",뷰노,서울 서초구 · 신입-경력 4년,https://www.wanted.co.kr/wd/239104
AI 서비스 개발자,Motion Planning & Vehicle Control Engineer (Seoul),스트라드비젼(STRADVISION),서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/250208
머신러닝 엔지니어,머신러닝 R&D 엔지니어,호두에이아이랩,서울 관악구 · 신입-경력 8년,https://www.wanted.co.kr/wd/236695
AI 서비스 개발자,AI 엔지니어,지바이크(gbike),서울 강남구 · 경력 1년 이상,https://www.wanted.co.kr/wd/233496
AI 서비스 개발자,머신비전 & AI 개발자,에스엠해썹,경기 오산시 · 경력 1-7년,https://www.wanted.co.kr/wd/242440
AI 서비스 개발자,LLM Engineer (AI Agent),포티투닷(42dot),경기 · 경력 4-10년,https://www.wanted.co.kr/wd/247963
데이터 사이언티스트,AI Model Production (LLM),업스테이지,경기 · 경력 2-15년,https://www.wanted.co.kr/wd/237208
AI 서비스 개발자,Machine Learning Engineer (End-to-End Driving),포티투닷(42dot),경기 성남시 · 경력 5-20년,https://www.wanted.co.kr/wd/216434
AI 서비스 개발자,AI 백엔드 엔지니어,아토머스(마인드카페),서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/238006
AI 서비스 개발자,Computer Vision Engineer (Autonomous Driving),포티투닷(42dot),경기 성남시 · 경력 5-20년,https://www.wanted.co.kr/wd/216430
AI 서비스 개발자,DLA (Deep Learning Accelerator)엔지니어 (병역특례 가능),테스트웍스,서울 송파구 · 경력 2년 이상,https://www.wanted.co.kr/wd/243738
데이터 엔지니어,Data Engineer (산업기능요원),트릿지,서울 서초구 · 신입-경력 5년,https://www.wanted.co.kr/wd/249958
AI 서비스 개발자,Senior ML Software Engineering Team Leader,하이퍼커넥트,서울 강남구 · 경력 5-15년,https://www.wanted.co.kr/wd/247297
머신러닝 엔지니어,검색모델링 Engineer,지마켓,서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/251075
데이터 사이언티스트,rPPG 원격광용적맥파 연구개발 (석박사급),바이오커넥트,서울 서초구 · 경력 1-10년,https://www.wanted.co.kr/wd/229687
머신러닝 엔지니어,ML Engineer (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 · 경력 3-15년,https://www.wanted.co.kr/wd/249841
AI 서비스 개발자,Simulation Software Engineer,토르드라이브,서울 영등포구 · 경력 3-10년,https://www.wanted.co.kr/wd/250911
AI 서비스 개발자,Research Engineer,엘박스,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/239644
기타,"인공지능, 알고리즘 엔지니어",럭스로보(LUXROBO),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/233519
AI 서비스 개발자,[인텔리전스랩스] 리서치 사이언티스트 (이미지 생성 AI),넥슨코리아(NEXON),경기 성남시 · 경력 2-15년,https://www.wanted.co.kr/wd/233780
데이터 사이언티스트,AI Model Production (Document AI),업스테이지,경기 · 경력 2-15년,https://www.wanted.co.kr/wd/134824
머신러닝 엔지니어,머신러닝 엔지니어,클래스유,서울 중구 · 경력 3년,https://www.wanted.co.kr/wd/253794
AI 서비스 개발자,Machine Learning Engineer(LLM Application),엘박스,서울 강남구 · 신입,https://www.wanted.co.kr/wd/233546
기타,코덱SW엔지니어 (알고리즘개발/신입),블루닷,서울 강남구 · 신입,https://www.wanted.co.kr/wd/174088
머신러닝 엔지니어,[ESTsoft] LLM 머신러닝 엔지니어,이스트소프트(ESTsoft),서울 서초구 · 경력 3-7년,https://www.wanted.co.kr/wd/208822
머신러닝 엔지니어,3D 얼굴 정합 모델 개발,룰루랩(lululab),서울 강남구 · 경력 1-10년,https://www.wanted.co.kr/wd/238948
머신러닝 엔지니어,신용평가 모델러,테크핀레이팅스,서울 중구 · 경력 10년 이상,https://www.wanted.co.kr/wd/247975
데이터 사이언티스트,Senior Technical Program Manager · AI Platform,루닛(Lunit),서울 강남구 · 경력 6-13년,https://www.wanted.co.kr/wd/249520
기타,코덱SW엔지니어 (알고리즘개발),블루닷,서울 강남구 · 경력 2-12년,https://www.wanted.co.kr/wd/168788
AI 서비스 개발자,AI 엔지니어 (자연어처리/컴퓨터비전),드래프티파이,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/174586
기타,CTO,스카이블루,경기 안산시 · 경력 10년 이상,https://www.wanted.co.kr/wd/247641
데이터 분석가,데이터 분석 / 머신러닝 개발자,바딧,서울 금천구 · 신입-경력 5년,https://www.wanted.co.kr/wd/246114
클라우드 엔지니어,머신 비전 시스템 전기설비•배선•PLC•DCS 엔지니어,에스엠해썹,경기 오산시 · 경력 2-7년,https://www.wanted.co.kr/wd/252789
머신러닝 엔지니어,ML Engineer (머신러닝/2년 이상),클레온,서울 중구 · 경력 2-10년,https://www.wanted.co.kr/wd/235867
AI 서비스 개발자,AI연구원 (Computer Vision AI),딥노이드(Deepnoid),서울 구로구 · 신입,https://www.wanted.co.kr/wd/236095
AI 서비스 개발자,Deep Learning Engineer (음성 합성 TTS 연구/개발),포티투닷(42dot),서울 서초구 · 경력 1-20년,https://www.wanted.co.kr/wd/199491
AI 서비스 개발자,[병특/전문연구요원 전형] 서비스개발실 Back-end (Junior),크라우드웍스,서울 강남구 · 경력 3년 이상,https://www.wanted.co.kr/wd/247303
AI 서비스 개발자,Reinforcement Learning Engineer(전문연구요원 가능),플라잎,경기 성남시 · 경력 3-5년,https://www.wanted.co.kr/wd/246185
데이터 분석가,데이터 엔지니어(Data Analytics Engineer),엔비티(NBT),서울 서초구 · 경력 7-14년,https://www.wanted.co.kr/wd/247877
데이터 사이언티스트,[Mantra株式会社]機械学習エンジニア・リサーチャー／エンタメ×AIの最先端の研究開発をリード_근무지 일본,원티드 재팬(wanted),서울 · 경력 5-15년,https://www.wanted.co.kr/wd/247448
AI 서비스 개발자,Operator Converter Engineer (NetsPresso팀),노타(Nota),서울 강남구 · 경력 2년 이상,https://www.wanted.co.kr/wd/247679
AI 서비스 개발자,Machine Learning Engineer(검색/추천),엘박스,서울 강남구 · 경력 3-10년,https://www.wanted.co.kr/wd/238975
AI 서비스 개발자,[キャディ株式会社] Machine Learning Engineer_근무지 일본,원티드 재팬(wanted),서울 · 경력 5-15년,https://www.wanted.co.kr/wd/250087
AI 서비스 개발자,[AI반도체] NPU Compiler Engineer (전문연구요원 가능),모빌린트,서울 강남구 · 신입-경력 10년,https://www.wanted.co.kr/wd/117659
기타,Backend 개발자,글로비즈,서울 관악구 · 경력 2년 이상,https://www.wanted.co.kr/wd/248149
머신러닝 엔지니어,아하팀 추천 알고리즘/추천 모델링 엔지니어,아하앤컴퍼니,서울 강남구 · 경력 7-10년,https://www.wanted.co.kr/wd/236512
AI 서비스 개발자,[AI R&D] ML Engineer(2년 이상),네이션에이,서울 서초구 · 경력 3년 이상,https://www.wanted.co.kr/wd/233551
AI 서비스 개발자,Vision AI Application Engineer,옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/183944
AI 서비스 개발자,LLM Research Engineer,옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/233033
데이터 사이언티스트,Control System Engineer,포티투닷(42dot),경기 성남시 · 경력 3-15년,https://www.wanted.co.kr/wd/185686
데이터 사이언티스트,Data Annotator,섬재,서울 강남구 · 경력 1-6년,https://www.wanted.co.kr/wd/252364
기타,프롬프트 엔지니어,베스텔라랩,경기 안양시 · 경력 5년 이상,https://www.wanted.co.kr/wd/244674
AI 서비스 개발자,[AI반도체] NPU Platform Engineer,모빌린트,서울 강남구 · 경력 5년 이상,https://www.wanted.co.kr/wd/248565
데이터 엔지니어,[6년 이상] 시니어 Software Engineer (Data),클럼엘,서울 강남구 · 경력 6-15년,https://www.wanted.co.kr/wd/239467
AI 서비스 개발자,(병역특례) Model Compression Research Engineer,옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/233015
AI 서비스 개발자,SLAM Engineer,포티투닷(42dot),경기 성남시 · 경력 5-20년,https://www.wanted.co.kr/wd/216443
데이터 엔지니어,신입 Software Engineer (Data),클럼엘,서울 강남구 · 신입,https://www.wanted.co.kr/wd/239469
AI 서비스 개발자,(병역특례) LLM Research Engineer,옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/233034
머신러닝 엔지니어,ML Research Scientist,트웰브랩스(Twelve Labs),서울 용산구 · 경력 3-10년,https://www.wanted.co.kr/wd/222670
데이터 분석가,가상자산추적분석 전문가,클로인트,서울 서초구 · 경력 5-15년,https://www.wanted.co.kr/wd/250850
데이터 엔지니어,Senior Data Engineer - LLM,업스테이지,경기 · 경력 7-15년,https://www.wanted.co.kr/wd/248977
AI 서비스 개발자,임베디드 AI 개발자 (C++),옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/183721
AI 서비스 개발자,Senior Software Engineer (Embedded AI),토르드라이브,서울 영등포구 · 경력 3-10년,https://www.wanted.co.kr/wd/216427
AI 서비스 개발자,Machine Learning Engineering Manager,몰로코,서울 강남구 · 경력 7년 이상,https://www.wanted.co.kr/wd/242937
데이터 사이언티스트,LLM Engineer (개인화 및 서비스),포티투닷(42dot),경기 성남시 · 경력 6년 이상,https://www.wanted.co.kr/wd/231550
데이터 사이언티스트,Data Scientist,한국그린데이터,서울 서초구 · 경력 3-7년,https://www.wanted.co.kr/wd/210157
AI 서비스 개발자,Cloud Architect · AI Platform,루닛(Lunit),서울 강남구 · 경력 10-15년,https://www.wanted.co.kr/wd/249524
기타,자율주행 로봇 개발자,베스텔라랩,경기 안양시 · 경력 2년 이상,https://www.wanted.co.kr/wd/244675
AI 서비스 개발자,Machine Learning Engineer (Auto Labeling),포티투닷(42dot),경기 성남시 · 경력 5-15년,https://www.wanted.co.kr/wd/118630
AI 서비스 개발자,Model Compression Research Engineer,옵트에이아이,서울 강서구 · 경력 1-12년,https://www.wanted.co.kr/wd/183943
기타,[전문연구요원 가능] 인공지능 연구원,메디인테크,서울 종로구 · 경력 1-10년,https://www.wanted.co.kr/wd/100405
AI 서비스 개발자,AI Engineer,모플,서울 서초구 · 경력 2-14년,https://www.wanted.co.kr/wd/58355
머신러닝 엔지니어,[전문연구요원 가능] ML Engineer,데이터메이커,대전 유성구 · 경력 3년 이상,https://www.wanted.co.kr/wd/195492
데이터 사이언티스트,AI Model Development Strategy Manager,업스테이지,경기 · 경력 3-15년,https://www.wanted.co.kr/wd/237214
